from,to,value,fee
1EzBubvkrnykEKgmKBbx2o2oj5Ms2tg9ai,1Bia2pwirnB3h8Bhm4RzChfVdANjTFyJPd,11438,96480
3Aw4KBUferYkF3vJkxA8SbY45jQn28dJNQ,3JuGDYRj2qkxckveHXaN19vjH1bo8QNcWx,6920774,51194
3B9VAYBm9jgTvx6PJDQv7KeWMbAeZYyGQf,343rz4yMfi1sqgtixiJy5oUf7CAnYrkTYr,41310383,50894
32YdvsjnW5nHaCJHZBk9HvAV28J4H97z6d,3A9KVwSDxrA6J95a43i4uSaXTveeDSNYUK,3526339,53339
1AS2bjKuBgyNpuvySbBmBjizGxdqyXFFpC,1AdCKMGAbUpCg9FHMQdixEhVNCG2r9dNAy,156018,53482
15CoZXP1kmZmhzcCfQUv6SptEjfE2kbpAQ,1E3zTgq4nWekvvNPV5ie42oGeoo8sAfNcv,93752,53482
1MG8j3Nwx15DGyndPnDyHcK9M4kNKG1yHR,1Cr6R3BBXuyF9StJps3y9NZRsFC1DsYyi5,192182,53482
1GhHiKzGhRS53WBSCCKUQ3FvCGDUt1A5AG,14uGbdHUq5evycz7HuhgXoUwUxH68j8bGw,43489,53768
16hhpNLFyTw2yjfxsrLd2gcQG2yktogwFT,1C1gVuo8z9rUv8cLHFgDtsesKBDu4YUCuN,7697,96434
1J5TM8qCfjvsPbNbTwfZnAwo8a3uCTZUJK,1DRMdz5CjofYpLRkyy7kaffkptEH4i9FQ1,20239654,32573
14JStcpsT4x5utxZ3vDySev2RwgfCTP7Z9,1L5E2VZc2FRqC2gpchPMp9Qi9W6bJ3LuGd,4075151,32573
1CYxf3Kdp76bXrjYCtqGUyf5BRc2Ya7kDU,1NEvM6JjpyjKUZcP5HSmgZBJt1xgDT9VzV,3973247,32573
135zXw1Tf4KZUdGDowm5vRxgxvH6D6pjmu,14vNXNGLtx4aP6DfYuXJQDVrB6cZHMLNXU,208200,32573
15RM9xgMxkMdGkL6LYgUB86WG22RLCfnHe,1KSXXsp5WTDyYQtF6BhW77fZqARya6K227,3440736,32573
1GDxf2ABspzqiHG2QNAD8STC8ygvNKPa7p,1DrsFxHATV9ZfmGQd4ZdqdfbM4kkFCqjvF,21627,32573
17DsQity82fNuwHcFhJnN8vUDpBA2kEXw4,1BzPWDwiTBKN2EnBy8vjxy7CgFH145HRLV,7635640,32573
3CNB61RAz4nHLxfm1TjEYYfQRAVBWgReNX,32KiL5265ZMXkYhQHbE3XjMwnoUsB2Gtym,26308544,37037
3BwrLGnvCK38DmN6XQ3jw9KSmGuyCAAoEj,3C2RgFXRvhdqpqmgzPJQjavd8vKpfYxdVC,200000,198011
3KNUR3busK2toiHjELwzEPWc4rZquzNTYA,36NmemeNhd8oKivJ81DSWxbg57nthQ9xa3,2092580,37323
19gP9oy7JYwtF5Fqbp5sP8J3CsbtG8PHhL,37i6XsQBXNv6sVraf8FLJqUXrZcUChcJSw,443440,18336
131xUqeBbyeKKuZhD5ghpfqNwNrUcknT9s,13Kb55J2HgNzpiPZnLyBjxMftgxVEVXiZp,1531104,41140
37i6XsQBXNv6sVraf8FLJqUXrZcUChcJSw,3CB5uGW44JLxg1GWN3FjHRTjmx3vw5qFWs,29760357,171503
3KvgztpyUAg9WFLoa5ERWffDwbRtb5WNxa,3J5uMUuKMYJdc772JDTBqeCfqrF5ixi76U,40881,65270
39gz6iJjHZfK4kZ85FYzCGuJa6tpEVm2uv,3CLXpYMntGUDUf4sDgzoucSjvyWq8p8VCC,13372,84433
33sk4V9ECxdfXXKeqCgiinSgbJCSP7CQgj,3A7fmjdqSmwP3uUQmLZEZh2dnJPXnMBThj,48995782,19305
32WrXWPHTXGUumEkAVU6cBJ7UxXAiAEs55,1JDWyYHJdyCjzHU6yomWgSjXWuRbeiu2yD,3691066,19591
3NGBTXwPYu8Kr491RFmYfVHNobfFRQD9Ux,1KZX8wwcE5uCxJm4CMJxMMU9XewcLao1tN,308873,45662
1GC3q7JYPuQPTSBfJbmTViaVDv5pcZF2Va,1H9oF8DuCitD6CxvaaWWVybM3sEchoVWzd,561163349,32120
1AsvtRBku4egn3bBz7syRjdv1igRCHbsgv,19pTDhJYDcUpNADAncXbf1NhNS2m2wMj8L,102417,32544
1EQ7BHDuTLQ3FfhAxBhXJoJ215EFDcZSB3,14VdExvtkyS2kgY32HuifVCKjh9Buadzk1,77266,32112
36VUx6v49dtvDkuSEyp9iJiP4c4mgWMaw8,1JnAGiSugtXwp5Y1FAzotrKWLrHo2ptTo,6250000000,24192
3LAvTMw2sLQR5vx3amat5nLrUXVK77iJNR,1H1Aoj7ENfbSKvyoDPeR24WX6Jdd8Hok9u,200908,24192
3Qw8JYXwXGNZb13wfA7StpaB9GMG3ZEy7e,1D8q4aMpvmFQtkAnuiDGVKs9YtWC4TXWNN,250000,24192
1NV3SLmtFcndMe2XjU7AjWgVdj5L3qGAz2,1PGxxLqjXS1gPCaivNVLd9B6C87VWLnZ3P,42483,32544
1PUaruj7mq2rdyJhuhCtdcNMCK7VBy8cCY,3NpJbw2ZUHtyHfx8ax6RDTSf4fWtGgxWBG,210000,32112
1DVmCyoywmrpZtuKWhqQNN8azFy2mte841,1JiBpyYtkXCDbuFMpwDi7xNLCSpFghj6sB,401638,32544
1BNXyKXxiHHYy9hjbw6LRmi5rXsY3rdCao,13eFYGBFtKYvgLrj6X4eRJtqjKF8ATAX7q,195587,32544
12y8hUAKzBs6BSzUrFCsk3E5cx5WT8Dqkz,16UPUicMvWCbYnNHaUo8TPV1em9vHs3duW,14000,32544
114WPxCcLyviJTST6dvNoZbrjERroLiWFa,13EYnENodkX8ffgnteLeLxxrNJw2TeJ78G,241927,32544
1NES2usMCX8Earh9BJDoHxMdS2rNnU8XG3,1B2B1W5z7biFJkgi9z1JCQnADdKeg1YDB1,128485,32544
3AUghGBDBC6P1YSY5KDL3oVnKdgkWYsyAh,1AwCtq5FGiKqBe3jQVZLxztTm1Qd285hKQ,40000000,24192
38zsJdxYkrRHuWQayeBsjDRnGLAiEi51Ff,1E79nKxYptXn3BfuZ1WLTx3dT1BLDXuwMQ,72988,24192
13PXVis9xDuwrfZ5a8NFZgrRZxy1iYD5n3,15owHi2ZwaBv2Sf4Qw8dpYYrVWeoPht5au,139035,32400
18iQghuu9Y2RMnC2Bq7X8n4Y2xYZUMiFjp,1Pjhf6si4HcgfztWyuqnNzLJESWqhhfjtg,401975,32544
1LRwY3j4m3CdZX8puGSfgHSN5kzuXVMUgU,1367pK9SJGpc17BWCrtmAN7uL4tFzBzmw6,522638,32544
14wh5muAKi7of9VoT9Xy7cwAPR9GrSNuJi,1MUySTh4wMiDeSh7Tv3Yhjs41wzz165pcM,70805,32544
1Bb7ckTNkfm7EaDPStZ51gkvtQnJpfMUeg,1FGWdnwAac54gwDK7AQEmME8FXi4nqiL1W,865531,32544
1Mrp5ZJNTeynVSuMbXie6PFtdrZQdyNk1,1Kyrmx4LNTq5TPdg9wwigHSyUeFPSXW67W,1862844,53568
1GdLZakEJQEpbWRmX8BjvXQxjcJkymvn12,33gwmMvgnCYAKvt18Pe4UGx9fKDHrRD8ph,268136,32112
1AM5Ep1dQ35dZ7GvcTQyDMmxfwhivot3D,1Cy1kbXoFeAEC44z5DTFFpH5kRxs43ntzB,154716,32400
1DrJd5MUwmM1x13MqfGFZrrRH6Bw4w75cM,39VaoNTJHsCmTubTdK2YnqwaH5SYihAp63,2130928,48672
3B3BzyETytwXyECaNAL6qxtjcBnDRebCq5,3H3zQAg33SVGxzDHmWpoeUcqwdhb27zWNv,10853550,32400
1CrAVbeCjQHQDRZ9kmcpNUkxtLP5dWhqHT,1FGNF8trbWbPnSdsNjmNnfzHYvQrurwQxX,119014,53856
3LXh3rzgh6KUdXWZzdA6Fr825VPi8VXDnD,15u7y88cCJHXYhAqmHUoDC86uhHr9xYHbk,5000000,24192
182QWgp4jyQdk9qMshNHyRa8m2cgqMSDwu,12MYTjuFt5XgQKy6Jnhzr1xazavPoZnNKA,4022784,32400
1PRRsKnyhJxfePMVVJcLD1jk3HSfCQrFUv,19NEwJEzC5UVTUwXbYBy3FVLmuV7UdJ23w,984015,32544
36kWyi4wt8DCmrnrR7A57TmDb1o9mu68Lo,17ySM5sVeqgPyJ32eAT7hgxEG8P1cB6phL,1234408,24192
35Go7tEZayLkjHWBpGeThy1kFKv7xHfvgD,3FjsUykB4JTa7rvEGdmoTwss1MbgTrcCdw,24912807,19296
3ERyrnuiVBbsHCM9pP5nvRMnyjA1UuXViA,1AUJM8VcVHZm3gS6f4eof39uHwGCF9SSKs,11000000,24192
1GMxMvxiw1fsZcHFM4scSqHfh9aUsEQAxE,1DbhaM9TxkMwRJWM3n56YBS5hrD5edSMfY,360527,32112
1E9MHiaRTvjBQYejrCUnnmQoNTV2bhQ6oo,126gBJL4R8uNVGBouehMmcXG1RdU1rhD3w,198067,32400
12CwHTBiBSyrmK3oLZBZi8wDYsmCgHpg7H,12Gi5CP2YMot4CwKzENb5sanBV1LznPAcr,66157,32400
1DNMHXqPpVT1AtATekqBwcPz2voJGmToLx,126TktkB2iRjkMoQ1aQWGxita1hcJ1RGWW,684968,32544
16zWVCQv23smZrbZG7eTML3wbkTA1rTVxj,1CTXU7PTJQ7pNZHqMgufUP6kP88GsrCHCU,923,32544
3NXqhAA2AxUyWRPPM4pzJ8ynJ8uyzEnxGU,1B7161AkMuXjVeUxH45hduTQLcS3C747SN,200000,24192
3BXfDPPoKLb5QfHeCq3KcDEjZjfzt9bzb4,378Vzz6Xoo5xwM5ocbR5APAUCcj8wJb88p,54364704,19296
32MVByAccBVWjgVRK33wy4QZjjEjtYZnKU,1KRVGQifLGUrq4J2BWFnVybgzxs1wMBXvt,1225377,24192
1LTij1WuF9gbKwQsrnNoMZhtVeREAgh9aQ,1FuGpNWpSgWXpJUxrCAW6Rnt8kRknt8fCf,481966,32544
129UvbkdPBWGe723zKeCijUqBoVskeiUsQ,1KHF668YNc4doKvxzFhgJEp84NmW84N8uf,462927,32544
38tWRrVC7z13DUoy338y1C8dvhmvHQYFcv,1KQfBoVTasSH9ETtRjRDHFJdz9LMRRSy1x,1532762,24192
16E3UnkgBw3FLZYSR6FFqXZ4GFqBtZtvsq,1B6Wemwx5TycbWNpngz5PkcsqpbSYYTvdj,401638,32544
1J8v4Snn3n9KbWee71uKUz79KxEhYbuqg4,1Pc6MH5b9tW5WHjNC7XpXRS8aqUidagQn1,42945,32544
1NDySMG4L3q5p3vmvWf9njDZAfxKdfE7VE,1GmsYCHeQnUWjsHvwLm2m65rU62gf3eKsX,210568,32544
3LR42YPRdUkUq5fDSD1MQ4cCJ9w3YmZph5,16zMDhNpaWZFQjVcuYZPmeZGMXLcBmWry5,12207025,24192
126TktkB2iRjkMoQ1aQWGxita1hcJ1RGWW,126TktkB2iRjkMoQ1aQWGxita1hcJ1RGWW,50024,32544
3ChbFudCGiGGNzo7sijTfGPxLNXVRECBjN,1BRPNUrmbbxQ5aNHRyWrmFqhPPoJnyuWTZ,25000000,37152
34xMKhpy7ZsQKkPM5fYKp6ef1tX2guPPB5,3HucuVLEpZ8LEtrvrvfMXfSoiNCztCQ94h,10000000,50112
3Etbj9zruHs4Th843JMk5hoihH474PnMpa,15EVftMjUrZucLoAa7HvGR5AM3HpfKJ4sA,557900,24192
1LM22PChNjLj2L64F5PqsAwFGPe45Fx2S4,1NMEeEKC8CnBS7bCcvgajTSee74D6ztugV,1681,32544
13kmzmR4YXCnEKCVouHMTEYBV7vowgfPXq,1FUPQzMCFo3GVsTiAhAWASCi2HW8p53tfx,201636,32544
3A51chRmNHfopr75DPohsLbZqbTAoeHVLP,1ABhwQcA4nKB8aH6Q8sWCh8CP9z6L4dGQb,100000,24192
1NuxZvRTJdC7BfCtrfgggPw7aFYU12dJas,1HLZp9wJ9Go4kRFrXPAuJRpkW3JsenTCkH,1577216,32544
1Q2A8PDgj5Xhuy7kie9FA1LJK1b4DxtPSH,1juqX57nV68PoZqfkAUbCfKhE4YmnDDmk,110450,32544
39qVT96LxftPBXj6yjpiZg1QwHbv4PAhzC,1T7rKhoCQAcGgbDp28e2AzjovZkCiXHdS,20048,24192
1GvbeFYQ7Bu2qMAN5DHeAWVVshNxJSHzUV,1FPntwDDMtWZJTk2JiMbZVBiQLroPd4fv4,333437,53568
3EtQao6TM8Ziv4mcBuoLKCb4NK7XANJyvG,17T4Yx2fQ3qwCdYXZ4iXMy1tYCs77GJ8wE,50000000,24192
1PNdTyRJT9Ti7U1AH4ERacCv3ApLBuj6RJ,1EqJvD9egsJLMb6L2DdBd4NFByDPu34Tmm,20000000,32544
3KBydtYsYVVWtqkeogQia1NcUon3cyPNRh,1FkEvwfph2SikJdndiMcqb6KMiC9GVEGCd,800000,24192
33EuV31MD9Reyy4TaSoxbi58FCQU6im7SH,1KBuB8T8hXkJb1VVBdNhTGJfi48tNwahv9,503975,24192
1Vp9ZeoNtDrnNKjspDQBKvuUnrNztAnJ2,1DmZ6FqEM9Rh359t7XkyoCPGKwgmgvVaX4,1782595,53856
1CpgzADVuYRb9SbyiSbEvXb4C6Y3kshJVT,1JFajGSJKjhUTC4ZZbB9A1iYkT1jjXD77U,70805,32544
34h1x7pAVix8j4ZsEWf56m7QmzWWASR4up,1eMdUV3tgFYvXWmLpTpV4hTLs2PsC2CVK,500000,24192
1HvTq4iQx31CUZLt1tANrCudvBSybMjP62,1FcG6onUzy7wBCNJLa53iEQqFQNsg2dg3G,200819,32544
35AHGZFjvpya5pfZGwmbf9aWi46VvgTHGd,3NYSicsexznz57G9S3Mc3NwtcaqtAumGZx,505018,19296
1CPBLBYmkugPuUaowWhBooTdUaASbfuYMJ,3CH78s8aVkYXRgnFupfkHH8ia1YsztU1Cw,145000,32112
3HfKor7xredcqSqFfBvyKSiW76tpyCEZzX,15Gkbbzk5r9dzcVsrYAYV88X7R5vu1aqxC,9153430,24192
1M3MdhSxhbMdeSyvg1fUw6Ffu4paHc3nr2,14XXfWUSyHqU6V3PYErze7cagcHbhzFgyP,403213,32400
1DwhmomJjvMLwJU8Edz8Sv15LDScGcGU6w,1M7xsvU9GAiNgiDd7xb8gvssiLhgC7oVP4,7872,32544
1Dr47qUiTbrBzLnKPd1ZbhutE1cssEfNG5,18ohjT8XF3mQUaRE4dniMFMFFpFURkRt1u,12500000,32544
1QFbFt9pkM6qSYQ2C3LoybshnZgGAFbvgS,1KiYvvi3R2p5ajdruk4CuLyGzj1sUz9rL9,100409,32544
1CsEzQYiddJyFJeBKH2VyA8w69wEVZg12H,3CrGrtSBb5zY2yokdXuVsQTmNoT7m16gSp,332650,48527
3CPWDz6y64Zb5E5YBSBcboXoqt9LKMNENa,18nR1Q3qwFY8F6XKwPwWE5LsUtdMQVSKog,196637,19581
bc1qmnfkqyvr6ktyejytmepwls2zyzxveswp62v5xa,151eaBtbaBtWAF2bPry6r5VHHu7Xfp5Bew,2446273,20732
1Cc1KLVtDL4rQsGkZFCJ3BRCAEjiNebt5M,13h8EaF5aNgtPwTAC3Zu6mk4WrnbL5f1ix,1600000,32318
16wvt7reJmcMZMPEqHKf2xH6rqggKHg4RM,3Gr1wxqQGsnf4vKF8LqU5V68empFKCFa4j,1600000,32318
16z9s75S59QWweauYaBEvcCi9DBva8FpSJ,1GjGVUcTyrHK4zNz9mh6jfi5qmpQr9vehu,40321,32318
1ASTuRcFR8gcCHJpFHsEAw4vUeCPCQDqga,37AzEq2t1dWQc1Q8pBKtskaYmZVcjXXu6p,40321,32318
bc1qrxkv0gtns5wete04d2msjrahphlqrrkeqkc63y,31qXGihxUTD5AinakaJ6Ch9ZoJVC1QZ7yP,1132000,20440
15PmLHP61q7QPEzUC1zxcKknzJdhTjZmLa,3QTWmKsoWguJ2krsmK28LhARVgjieVQfbQ,1958810,27346
1KXFfCAxmSdt8SvDmRTZWkd8BpSvPSMNkS,36VpHkC1XLnary437owY1eaBGpdD9zt3H1,139777,27346
12MGqRE9xtNTJWPwGaCArUUme6vKqZPti6,1C9jBikZvJTFtKYvdWherkKNwhXMCBpT6z,96748,53392
16XQkBidsGJiexq2K9c8ragecRavNmxFHP,1BaJxu5Khg9gSjnzSKf5PQE8Tsxy5JiiEi,8600,53243
1MGGkbACT3xwUWeViLEHF9LXELhnQd8k4W,1KajomyTbq4asKbArfbF3hQK5eNnK3kUPi,2819700,95538
3LG3nfLDfHPVmv15NmnwmDzLrgZSvP7xUK,bc1qzjse22cxc6s6r8l32pn0tjqsc6n6maad3fc2ca,1375000,23740
3CPYwgW97c7TyGUyVPLN7N5yAKEWzXP2YP,bc1qm2fdlwgxtrvunzlk08xg22e3q64yrfwjpwn6qg,401035,23738
363emdcSRyzHv1pPTXZ8i18w8rvWRhCGo7,bc1qfqpdeep2yr60sewzeud2faa6958jppraar82xs,39967,23738
32bYeSrNwAgbHroQyg3kGxDYgfE1HLJsAc,bc1qp7v5f8aq9vdgt5rjfk57xy40dxawxgunhvek6w,414379,23738
3P6mKFpiJQBtGppA3RN9Pzer1kd52sQxN2,bc1q60lqr73xcq6nn9v4lumct7yka25umy0l0ayute,100000,23738
36xDEpMHC2h4N8T72VuAhFd7fmtPKLbVzT,3NFTSsQRs7kEzTPhED3zrdN6LPXFw8kmNT,160630,23881
3QyTUckKbBPUKmFQZbeYcRbvpcZV8KQmdo,3AmpSwiSnhgyaWrCHYVVkrqR5MEFSoYGij,264000,23881
3BcKt9MrtB2Eyuw1xAVpxZAyJJeiFfMzor,3Ge5QWra2ymrfNndxhBcZVj2UcpQZc28JR,190000000,23881
3Cx9gGYVpaPHjj9ZfjRvEAzzwcjNRSm7Pm,3Mu2kGb82uo8z96rKTDJLLnS231uNph81B,422750,23881
38tWipXzSPyf9PEuHtuZwptjnU7pJVKYHA,32anxPzUAHg98XA7pYrP5ebbSAeSgF3se9,25000000,23881
3MQ2LBZvtVbjv94P2AwknguGDb599GAL5b,3CiL881jNJZXhzXXDpDxYeaFGeBTBps19W,25000000,23881
3PFiLjhd3pH1BvwATgzchpTWyT6BtTPb1V,3HZ58yw4gEgeU6fmxxGfo21aFNv7QUXzn7,286613,23881
3BeX9EK7Lvw5kTrSvBxNshWGivEXGw9ejw,34RpSEE6G969NVK9PC5cCRz5icwxSCkpCR,10000000,23881
3PDGMp74GKpgCw5bZcpNPbn6jxsmVTM36o,3M6v74RcvhZdFprq1x7a7fAxngFZ5nLEcn,20000000,23881
3AG1ihyW7iFKnkiQpCfBm6rmjf75rWm93P,3ATycnZhL37mFxUKot7hyq4PkxRbFJAhY5,50800,23881
3NrmfrCbMWX34NhsZPbCyMDqBK3xhRepb5,3FBhu3qvSZaJcZRNZxxxD5JMhNdcaeUWyD,602107,23881
354pviz8PgEHUSACpi6gZgbJdjBoWk9c8e,3FHqUQnW5xfGBwBucRJ6EvbSrbnsc9b5Ub,12976119,23881
322KywUNcrwzcFB8D2Z2QiGVNKSVjqiguY,34SCJdRFN39tt8A7RD2v11spdJbSMK3279,20017616,23881
3JLiWoq4VzKdGCPR4Xau7gw5UpBBCp36WH,3HcmQzshUZbq1EZWM2XJ6xiKLVPCKDVqkL,2000000,23881
32nA3jkz7v5Q7DmScrhfYwRLsBRz2SZ2fs,34p2v4CTnkpKGQrnyret13QFW51tYVWYt4,11782229,95810
3DafF4sZE536suR2Q3ZsZS9WjzioASZ2xE,18RTYfzvvpWvW1Sap9q3jVhvedKMucNwLP,2023747,24167
37ZAQGt7ohvUuejjcvNnPpbWtYzzGY7VzW,15Ferg8KyjNtLqBy7Zxok2PGzXwzvvoAcW,205023,24167
3FL6y5PEsC2rZjWiP5K4xtWj7NbR2Gy5fH,33jExxUe2y6HvDReteQw5s8yBDhacLTxXy,6247373,24167
3BB9t57A8HeAkDyofH79kFuToDkJoMRXwc,1NtJMf9jeTCjgNpMzEMdS4QNKsJJYyggBw,298876,24167
3K7r757tR4E6haLouuucQEW5MQQrCMXGFD,1PDvzK1GEtKGwGtmHZbb6SxmqWhnXKkQpt,100100000,24167
3NiSm1BQFFuN1BMuuuTuaKVBprCtGQizwo,1MyFaqXKch9gXoRPCBy85bJmMZc1gTmdgh,243303,24167
3GhMjoTg4XdX4Fa7g49dUvLwucKS1K5jjK,1PbPG8NJ1K14Cvjk1MyMw4GCJojmxqY2op,58900,24167
36xJzmFrUuSf1HxMJMw18WJzLQjnwCVrgF,14EF38aBvZExitYvmSafHZJx4hLkcgJ7U2,20638782,24167
3A7PvMkeSUWC47xj2JHsbDzMXribXXpkbx,3ETrTNyHkWu2rZGH6fDzADWfHvt8iVHCpm,23557884,24167
1Fq2BNnarhiZuqifKWLHnBe2TvvRtPHK4,1HnaAubg6cDtq8NS9Udy49nFHWRTgtriKe,5853237,196630
1Q6i3noE5EMSMgtQPVjyJa2DSrCMH2GCni,1GXaYprYV7MA5DGAw8rq3e93zc7kZqn3dw,33536,74646
3FXBzxfdiED3aAGGuARoTcb2Jv5fisvVC2,1NBFnuoqzjMkB2NZHpUKjZeoWDBJ4jxkcU,200903,19559
1HWRYxjtY1tSKw11UjCpKxLSvBLmQAWs9i,1AYyVuB8MAdzb1qmDXa13td9QdfzpoYvJY,1868591,159191
3PoB1uPwKWSwZuM3YfMaUYnVVtUVQVzZ3B,3KZMqV8NzxXYVDMvYiS4DMK6K2XNwEfc84,15393,180466
13dqNWki8Sc4Juig9LnHu1JgnVB19eej5v,19PtxveYQFyFr5QFcc6gWCQMGD5y7pfon,35130265,69735
1KRZV1vB2nMfrx4gi2z4T6yuptdos4RfWv,1DeLVRNd4NjeevueMTCDRh1NfmSQ9zrcQD,177144,53482
12kLhsDk25WHPy6SZGL6rSN6jQZMVtruWA,16Mb5Kyag5rbFfr9dAT6Q4rbrLJvi7Dgrc,3116,53482
1EdM12zK54gnfLKM41mhs3XfVRTfAxvMUn,12YNjeGRwy5Yx3RQ79ocMyKtjBwyWVtimK,145941,53482
1PdHfeieWnK5eUm6xpFqbHTeeDosFDoyT2,1HTKAAv3nN5btA5AzDG8RSgCvHrExFNAbE,120870,53482
1GJW4gdLcTA1uca6N8tjGQvwmoZSrzZ7M9,3ND8fKBeBLJ8DD3YkWpnBEF5JQD5RuxkKQ,308871,27313
1FKLZABs4vcnKBrtMF5RgjhxDpxwpaXCV8,36nU2RNfbGaHzMqSGroKoe48tpcpxAmwXX,16130175,27313
12b1iQ6xUx2srsUaTW4zqoLqHXzpxQgCUc,bc1q88chxg5zsx3s4e4xexjqwa5eh5lxh874paj4rt,274143,48157
115SQustBEemLsTdoD8BpFQ7cBMG6WjMNs,1GY43hTLwBCUhdrE517hFkNQNyyewYhA4C,3156833,48586
1JrrLrgoL6TdnUS4S3k498EoXgj1VayBY5,1M2sX6B1pm5saMZxgNd1aMPY2XLtk6ByZF,1281737,27599
14LzLUFUPWQvEVWsG43EkSTE4FYMxeYNM8,1EQZyAx7ni5NAnAmGKcvN51EuDF49ijVcP,168691,27599
16ezvYaKdv5SmgWdUJ4f7JCwVmX5M9SFpp,16pji25kgmPNXEHN4NqgCCtLS7LT1cqukM,1468606,27599
19Zt3qUNTYmRCPEQ81Lp6rJQxrGZBE9NzJ,1uPRrKXNoRdzSVSD5Aq7y7BZFU22aUAip,26726094,27599
1D69ujejWZJsf6HvkiepEbD2bk7Nk96H4D,1BWcCo8PeoH7otvn4hYTJg93R8R4BYZYGQ,1494120,27599
1EktGyhXJQiCe2Dv55U6J4Wimwg9uktpQm,bc1q0dmvwl8e3c3jx2dfapk3qhe8m03ymz6qc65lcp,10000000,74172
bc1q8knfe95p5e46uv23k6rv3rsvnjm65mwa552ugd,bc1qeyskhdwdv6xcz62txmhjs9wdxdnmltymvecx73,4541000,20698
bc1qeyskhdwdv6xcz62txmhjs9wdxdnmltymvecx73,bc1q8gwz6f0qutuya0yxqxw3txpujgeruhf5z8g0k4,4319600,20698
bc1qz3tqtn5vsa5y02zc4fgktd8ac8cqe7qhpjr94l,3BBgzcwKPLQykHPDoD4KwiQwYSFkkFf3Rx,736817,35358
3B9AbpSQSrPcPhXEt2VNe1L9cbwTiytTtg,12HyYf7ZBJvCVSzc1o16LmsqbiaM1RoZv7,1150000,56342
bc1qu62prrthqcs68dr9dxjwtcgvms0ln2gw9ac930,bc1qvl07qffsm0ta65unn65zgx54q78dcpmvqd75z8,34195318,20697
3DgpZLLsoXqELNxaNXYdyDWWo39NcmfP6a,37SEL6WYow7Mpia2saqqLFFF2BAZFA5foV,119993200,76032
bc1qtcq2v047gkckamzpqwy6pu47hh6228zxfn4xkx,1ECx9WpBB39qPhdxWfachn5xpuzn1UhyxP,25505,20695
bc1q2scxp6e5mk7rzx6905lx49zel57h9ye3fpsu06,bc1q6u8cus62hlqrfzrev29d45avct6xjlhz4qv9zc,84700,20694
1Kr6QSydW9bFQG1mXiPNNu6WpJGmUa9i1g,bc1qx4nkzqdqf4r6tvssh5vkn7zl8vvplgvmmlnzecx0xx73e0mhfk9q4zjvf8,849960000,42968
39C5oSdR9a6WcUEyX35buBvofQ1ZEah4Tk,14BWmU7AucE1Jp999D4pJtEFU1NYToSTQa,603121,37152
14BWmU7AucE1Jp999D4pJtEFU1NYToSTQa,1PHESC1wyec4K8SmwGStAKCKj2DW1oPuHg,28124,32544
1FaZN98V7hNCatcRN37bcAyBHuiGbL85MW,1LkwEZscYtpzFT1AhD82SKj4Ncpz9ua53J,90503,116974
1LyvQ8t4FKgserV4sA1Xq9UjJ7ozdRNqFr,3PcnJta16hjqzL881T8cteomPuYAtdsBJh,4025240,217268
1DUEb8YAGrL6ixnyAgXe7fAcScXwn6peBY,1FrUcVzAbrf8duGsaaAXvYF3wxxwtDSP1q,4240000,114087
13fFjbzENJ6Xc1wBN9FE2qZKTStFQU6Bcq,1MEU8jcMJhrwaR1BtVRHdsscVhvGDVVdTq,596800,32040
31qneokFGwpEkoZRksjymxZAiTEmAim3Ab,bc1qexznl7v7qkqkglxxdn9la5d5pll52r77x6pr4a,799000,52585
3QpwUqYarVTtm34eUvSM6xXcZ28SSB5gt6,326KQrREgNG67z29FFJ9mZXv8zqx6jXe5e,420914,181029
34b8chm1V4sfnNU4RxGppptfYnwTvmrzq7,36e9AoRSWNWT6VBgd6pKCsAfQcjYj7Q6fQ,810000,52727
3QkXtcSWJA9w77eCujnMBKDWFe7F7zwxTg,3Q9XfNczRHxhJ3LwpUbWxdfC517Qfmf5eT,22637475,52727
3NSAY3HF6Afd4KyEoYUiQdkJFLfr4E7ubj,37GSUUPqe1vPUR1aNsBaCiYgvE6y6EKVVC,52300,52727
1LLDL2M3WqQQV1g7okAUynCJmV2dWhtAxk,32JbM7QW4WLJTWrAbkhbRNvv4dBwwGXpLG,275617,27151
1N6th17vDNniQpdoCUTJLoKPkEq2QLsJLN,1DjhqXQiZ2tvyYGH7axFNKCjUYbiAZvAvZ,1474438,32318
1LoCnQb5e7Ab48GyUUvSPbd4WhQJgUjzWK,1KLdh348tLwsq56WjSLBAsjPNQ6QfAkA9w,44180,32318
1EwnuDN1QJQSFxJy2TibTjnhe4ro63Ezwe,1P4i2XW1tReHRZCgwxys5CxSp3DZz73B4t,200819,32318
12JVHcwEYEgLEaFNMqfZYgfkMicb3Jey2r,13GEJzYBiKw5phxCWpFT5psDzoxs8g35Hu,156926,32318
1CKfEhwouZ4U1kx1GR4AChw9vUp42D9wbB,1NHztH3anys8AovffKo5LvDtiKEiTTePpX,379548,32318
17KNXgVURPcK9f1dzbNqPVupHdTcvVyKBu,1Cf9rTD8ZmXrbAZV7ePRwp7fDnwoBRTVRa,771210,32318
1MHkeaKVCr4Qwj3PTSGao3kD5k1pA4rzPq,18WzPHbrGtiis4AavKZc9u4PcFuhndRZpC,60245,32318
1FR4oJw4Va7B5BrcETeTCdsVEA5s8QEHiq,17aFerTYy2pdJpMdycEMXg4pQVYkgiBAp3,768074,32318
